atom_id,label,lift,local_freq,global_freq,n_with_report,top3_by_lift,freq_pct
431,Atrial flutter with rapid ventricular response with 2:1 A-V block.,175.96,0.15,0.0009,20.0,"Atrial flutter with rapid ventricular response with 2:1 A-V block.(lift 176.0,n3) | Atrial flutter with rapid ventricular response with 2:1 A-V block(lift 164.2,n3) | Possible atrial flutter with rapid ventricular response(lift 94.8,n3)",1.040954458242452
432,Right bundle branch block,20.29,0.85,0.0419,20.0,"Right bundle branch block(lift 20.3,n17)",1.4006887198685058
433,Inferior/lateral T wave changes may be due to myocardial ischemia,145.14,0.25,0.0017,20.0,"Inferior/lateral T wave changes may be due to myocardial ischemia(lift 145.1,n5) | RBBB with left anterior fascicular block(lift 38.0,n20) | Left axis deviation(lift 10.6,n20)",1.0913272544326185
434,Sinus tachycardia.,17.29,0.3,0.0173,20.0,"Sinus tachycardia.(lift 17.3,n6) | Possible anterior infarct - age undetermined(lift 8.2,n7) | Sinus tachycardia(lift 7.6,n8)",8.83673839269532
435,NO_SPECIFIC_DX,0.0,0.0,0.0,12.0,,0.0016249289093602
436,Atrial fibrillation with slow ventricular response,70.83,0.4,0.0056,20.0,"Atrial fibrillation with slow ventricular response(lift 70.8,n8) | Right bundle branch block(lift 7.2,n6) | Left axis deviation(lift 1.6,n3)",0.4754791977850969
437,Sinus rhythm with frequent PVCs.,320.01,0.2,0.0006,19.0,"Sinus rhythm with frequent PVCs.(lift 320.0,n4) | Sinus rhythm with frequent PVCs(lift 95.3,n3) | Sinus rhythm with PVC(s)(lift 46.8,n6)",0.0453730149305967
438,NO_SPECIFIC_DX,0.0,0.0,0.0,5.0,,0.0006249726574462
439,"Anteroseptal ST elevation, CONSIDER ACUTE INFARCT",70.63,0.15,0.0021,20.0,"Anteroseptal ST elevation, CONSIDER ACUTE INFARCT(lift 70.6,n3) | Lateral infarct - age undetermined(lift 44.4,n4) | Right axis deviation(lift 19.5,n3)",3.5375952302086784
440,Low QRS voltages in precordial leads,15.91,0.8,0.0503,19.0,"Low QRS voltages in precordial leads(lift 15.9,n16) | Possible anterior infarct - age undetermined(lift 10.5,n9) | Leftward axis(lift 8.4,n7)",5.890242301899292
441,Marked sinus bradycardia.,566.06,0.15,0.0003,20.0,"Marked sinus bradycardia.(lift 566.1,n3) | Septal T wave changes are nonspecific(lift 12.6,n3) | Sinus bradycardia.(lift 10.2,n3)",0.2348647246682957
442,All 12 leads are missing,903.99,0.2,0.0002,5.0,"All 12 leads are missing(lift 904.0,n4)",0.1359940502603011
443,Probable left atrial enlargement,15.47,0.25,0.0162,17.0,"Probable left atrial enlargement(lift 15.5,n5) | Left ventricular hypertrophy(lift 5.2,n4)",8.37150874649234
444,NO_SPECIFIC_DX,0.0,0.0,0.0,4.0,,0.0004999781259569
445,Sinus bradycardia.,16.94,0.25,0.0148,20.0,"Sinus bradycardia.(lift 16.9,n5) | Sinus bradycardia(lift 7.3,n11) | Prolonged QT interval(lift 3.2,n3)",0.8272138093958389
446,Possible atrial flutter with rapid ventricular response,94.79,0.15,0.0016,20.0,"Possible atrial flutter with rapid ventricular response(lift 94.8,n3) | Atrial fibrillation with rapid ventricular response(lift 26.3,n6) | Extensive ST-T changes are nonspecific(lift 15.2,n3)",1.2289462336022798
447,Probable sinus tachycardia,122.33,0.15,0.0012,20.0,"Probable sinus tachycardia(lift 122.3,n3) | ST junctional depression is nonspecific(lift 15.9,n4) | Sinus tachycardia.(lift 11.5,n4)",1.3148174767353928
448,Poor R wave progression - probable normal variant,3.24,0.15,0.0463,14.0,"Poor R wave progression - probable normal variant(lift 3.2,n3) | Sinus bradycardia(lift 2.7,n4)",0.1608679620266613
449,NO_SPECIFIC_DX,0.0,0.0,0.0,3.0,,0.0003749835944677
450,Junctional rhythm,372.69,0.15,0.0004,3.0,"Junctional rhythm(lift 372.7,n3)",0.0082496390782903
451,NO_SPECIFIC_DX,0.0,0.0,0.0,2.0,,0.0002499890629784
452,NO_SPECIFIC_DX,0.0,0.0,0.0,2.0,,0.0002499890629784
453,Demand atrial pacing,60.85,0.15,0.0025,18.0,"Demand atrial pacing(lift 60.9,n3) | Atrial pacing(lift 32.0,n3) | Inferior/lateral ST-T changes may be due to hypertrophy and/or ischemia(lift 25.4,n4)",0.0117494859599892
454,Atrial flutter with uncontrolled ventricular response with 2:1 A-V block,1269.9,0.2,0.0002,20.0,"Atrial flutter with uncontrolled ventricular response with 2:1 A-V block(lift 1269.9,n4) | Marked precordial ST depression, CONSIDER ACUTE INFARCT(lift 141.9,n3) | Right axis deviation(lift 26.0,n4)",0.589224221440312
455,Possible ectopic atrial rhythm.,139.77,0.25,0.0018,20.0,"Possible ectopic atrial rhythm.(lift 139.8,n5) | Possible ectopic atrial rhythm(lift 91.3,n11)",1.2741942540013875
456,Ventricular pacing.,62.28,0.15,0.0024,20.0,"Ventricular pacing.(lift 62.3,n3) | Ventricular pacing(lift 61.0,n10) | Pacemaker rhythm - no further analysis(lift 36.5,n13)",0.0043748086021236
457,Extensive ST-T changes may be due to myocardial ischemia,10.86,0.15,0.0138,18.0,"Extensive ST-T changes may be due to myocardial ischemia(lift 10.9,n3) | Prolonged QT interval(lift 4.3,n4)",17.55210709531458
458,Sinus rhythm with borderline 1st degree A-V block,9.81,0.15,0.0153,20.0,"Sinus rhythm with borderline 1st degree A-V block(lift 9.8,n3) | Possible anterior infarct - age undetermined(lift 4.7,n4) | Left axis deviation(lift 2.1,n4)",0.0047497921965913
459,Atrial fibrillation,3.65,0.15,0.0411,16.0,"Atrial fibrillation(lift 3.6,n3) | Possible anterior infarct - age undetermined(lift 3.5,n3)",0.0027498796927634
460,Lateral ST-T changes are probably due to ventricular hypertrophy,33.0,0.25,0.0076,20.0,"Lateral ST-T changes are probably due to ventricular hypertrophy(lift 33.0,n5) | Left anterior fascicular block(lift 25.4,n8) | Possible left anterior fascicular block(lift 18.4,n5)",6.72420581599555
461,NO_SPECIFIC_DX,0.0,0.0,0.0,8.0,,0.0772466204603548
462,Sinus rhythm with PVCs,89.64,0.2,0.0022,20.0,"Sinus rhythm with PVCs(lift 89.6,n4) | Sinus rhythm with PVC(s)(lift 31.2,n4)",1.2250714031261132
463,Atrial fibrillation with slow ventricular response.,70.88,0.15,0.0021,20.0,"Atrial fibrillation with slow ventricular response.(lift 70.9,n3) | Indeterminate axis(lift 35.5,n5) | Right bundle branch block(lift 19.1,n16)",1.5911803858581186
464,Probable sinus tachycardia.,146.17,0.15,0.001,20.0,"Probable sinus tachycardia.(lift 146.2,n3) | Possible right atrial abnormality(lift 31.9,n3) | ST junctional depression is nonspecific(lift 15.9,n4)",0.8044648046647959
465,Extensive ST-T changes suggest myocardial injury/ischemia,79.79,0.15,0.0019,20.0,"Extensive ST-T changes suggest myocardial injury/ischemia(lift 79.8,n3) | Sinus tachycardia.(lift 20.2,n7) | Possible anterior infarct - age undetermined(lift 4.7,n4)",0.567475172961183
466,Sinus bradycardia,7.99,0.6,0.0751,19.0,"Sinus bradycardia(lift 8.0,n12) | Leftward axis(lift 3.6,n3)",4.729043104364184
467,Right axis deviation,19.47,0.15,0.0077,19.0,"Right axis deviation(lift 19.5,n3) | RBBB with left anterior fascicular block(lift 7.6,n4) | Right bundle branch block(lift 7.2,n6)",7.89177973463661
468,NO_SPECIFIC_DX,0.0,0.0,0.0,19.0,,1.410313298793178
469,NO_SPECIFIC_DX,0.0,0.0,0.0,4.0,,0.0004999781259569
470,NO_SPECIFIC_DX,0.0,0.0,0.0,5.0,,0.0007499671889354
471,Possible atrial flutter with rapid ventricular response.,126.19,0.15,0.0012,20.0,"Possible atrial flutter with rapid ventricular response.(lift 126.2,n3) | Severe right axis deviation(lift 58.1,n3) | Right ventricular hypertrophy(lift 43.3,n4)",2.401519933502909
472,Atrial-sensed ventricular-paced rhythm,634.95,0.4,0.0006,20.0,"Atrial-sensed ventricular-paced rhythm(lift 634.9,n8) | Ventricular-paced rhythm(lift 263.2,n3) | Ventricular-paced complexes(lift 239.1,n3)",0.1557431862356021
473,Possible ectopic atrial tachycardia,599.28,0.2,0.0003,20.0,"Possible ectopic atrial tachycardia(lift 599.3,n4) | Atrial flutter with rapid ventricular response with 2:1 A-V block.(lift 176.0,n3) | Lateral infarct - age undetermined(lift 55.5,n5)",0.5618504190441668
474,Severe right axis deviation,77.52,0.2,0.0026,20.0,"Severe right axis deviation(lift 77.5,n4) | Right axis deviation(lift 64.9,n10) | Sinus tachycardia.(lift 11.5,n4)",0.6043485597505109
475,Severe right axis deviation,77.52,0.2,0.0026,20.0,"Severe right axis deviation(lift 77.5,n4) | Right axis deviation(lift 51.9,n8) | Lateral T wave changes may be due to myocardial ischemia(lift 17.9,n4)",0.9860818589186724
476,Atrial fibrillation with slow ventricular response,26.56,0.15,0.0056,20.0,"Atrial fibrillation with slow ventricular response(lift 26.6,n3) | Left bundle branch block(lift 15.5,n9) | Sinus rhythm with 1st degree A-V block(lift 10.4,n3)",3.5578443443099363
477,Probable supraventricular tachycardia.,1243.58,0.6,0.0005,20.0,"Probable supraventricular tachycardia.(lift 1243.6,n12) | Supraventricular tachycardia(lift 550.5,n3) | Probable supraventricular tachycardia(lift 421.1,n4)",0.2323648340385108
478,NO_SPECIFIC_DX,0.0,0.0,0.0,10.0,,0.0013749398463817
479,NO_RECORDS,0.0,0.0,0.0,,,0.0
480,NO_SPECIFIC_DX,0.0,0.0,0.0,,,0.0001249945314892
481,NO_SPECIFIC_DX,0.0,0.0,0.0,1.0,,0.0001249945314892
482,NO_SPECIFIC_DX,0.0,0.0,0.0,9.0,,0.0012499453148924
483,Prolonged QT interval,5.4,0.25,0.0463,13.0,"Prolonged QT interval(lift 5.4,n5) | Poor R wave progression - probable normal variant(lift 3.2,n3)",8.764491553494535
484,Short PR interval,10.77,0.15,0.0139,13.0,"Short PR interval(lift 10.8,n3)",2.6887573668652
485,Right bundle branch block,17.9,0.75,0.0419,20.0,"Right bundle branch block(lift 17.9,n15) | Sinus tachycardia.(lift 17.3,n6) | Possible left atrial abnormality(lift 13.4,n5)",0.7223433974763604
486,Anterolateral ST-T changes may be due to hypertrophy and/or ischemia,75.55,0.2,0.0026,20.0,"Anterolateral ST-T changes may be due to hypertrophy and/or ischemia(lift 75.5,n4) | LVH with secondary repolarization abnormality(lift 40.9,n15) | Lateral ST-T changes may be due to hypertrophy and/or ischemia(lift 28.1,n5)",8.956983131987975
487,Prolonged QT interval,4.63,0.214,0.0463,11.0,"Prolonged QT interval(lift 4.6,n3)",0.0017499234408494
488,"Anterior Q waves, possibly due to LVH",127.6,0.2,0.0016,20.0,"Anterior Q waves, possibly due to LVH(lift 127.6,n4) | Ventricular premature complex(lift 34.6,n3) | Inferior infarct, old(lift 21.8,n3)",6.032611073265545
489,NO_SPECIFIC_DX,0.0,0.0,0.0,5.0,,0.0006249726574462
490,Atrial fibrillation with rapid ventricular response.,33.02,0.25,0.0076,20.0,"Atrial fibrillation with rapid ventricular response.(lift 33.0,n5) | Atrial fibrillation with rapid ventricular response(lift 17.5,n4) | Inferior infarct - age undetermined(lift 6.7,n7)",9.547082315148712
491,RBBB with left anterior fascicular block,26.63,0.7,0.0263,20.0,"RBBB with left anterior fascicular block(lift 26.6,n14) | Left axis deviation(lift 8.5,n16) | Low QRS voltages in precordial leads(lift 5.0,n5)",0.0057497484485053
492,NO_RECORDS,0.0,0.0,0.0,,,0.0
493,NO_SPECIFIC_DX,0.0,0.0,0.0,17.0,,0.0282487641165699
494,Sinus tachycardia.,8.65,0.15,0.0173,20.0,"Sinus tachycardia.(lift 8.6,n3) | Possible left atrial abnormality(lift 8.0,n3) | Left ventricular hypertrophy(lift 6.5,n5)",0.0041248195391451
495,Sinus tachycardia.,20.17,0.35,0.0173,20.0,"Sinus tachycardia.(lift 20.2,n7) | Possible left atrial abnormality(lift 10.7,n4) | Sinus tachycardia(lift 9.5,n10)",7.84690669783197
496,NO_SPECIFIC_DX,0.0,0.0,0.0,19.0,,0.0158743054991344
497,Sinus tachycardia.,23.06,0.4,0.0173,20.0,"Sinus tachycardia.(lift 23.1,n8) | Sinus tachycardia(lift 10.5,n11) | Anterior T wave changes are nonspecific(lift 9.5,n4)",0.6935946552338336
498,Incomplete LBBB,42.78,0.25,0.0058,20.0,"Incomplete LBBB(lift 42.8,n5) | Sinus rhythm with 1st degree A-V block.(lift 31.8,n3) | Extensive ST-T changes may be due to myocardial ischemia(lift 10.9,n3)",5.01378064709669
499,NO_SPECIFIC_DX,0.0,0.0,0.0,7.0,,0.0008749617204247
500,NO_RECORDS,0.0,0.0,0.0,,,0.0
501,Sinus tachycardia with frequent multifocal PVCs.,1764.78,0.15,0.0001,20.0,"Sinus tachycardia with frequent multifocal PVCs.(lift 1764.8,n3) | Sinus tachycardia with frequent PVCs(lift 737.4,n4) | Possible anterior infarct - age undetermined(lift 3.5,n3)",0.7675914178754679
502,Possible left atrial abnormality,10.71,0.2,0.0187,18.0,"Possible left atrial abnormality(lift 10.7,n4) | Sinus tachycardia(lift 4.8,n5) | Low QRS voltages in precordial leads(lift 3.0,n3)",5.984363184110695
503,Demand pacing.,59.91,0.15,0.0025,20.0,"Demand pacing.(lift 59.9,n3) | Demand pacing(lift 35.3,n4) | Lateral infarct - age undetermined(lift 33.3,n3)",2.6892573449911565
504,Anterior infarct - age undetermined,53.36,0.15,0.0028,20.0,"Anterior infarct - age undetermined(lift 53.4,n3) | Atrial fibrillation with slow ventricular response(lift 26.6,n3) | RBBB with left anterior fascicular block(lift 20.9,n11)",0.2033661027330054
505,Left bundle branch block,22.34,0.65,0.0291,20.0,"Left bundle branch block(lift 22.3,n13)",1.1134512865062154
506,Sinus rhythm with borderline 1st degree A-V block,9.81,0.15,0.0153,15.0,"Sinus rhythm with borderline 1st degree A-V block(lift 9.8,n3) | Left ventricular hypertrophy(lift 3.9,n3)",2.369021355315705
507,Prolonged QT interval,4.32,0.2,0.0463,17.0,"Prolonged QT interval(lift 4.3,n4)",8.00139993875268
508,Sinus bradycardia,11.99,0.9,0.0751,20.0,"Sinus bradycardia(lift 12.0,n18) | Prolonged QT interval(lift 3.2,n3) | Left axis deviation(lift 1.6,n3)",6.269600704969157
509,Sinus tachycardia,6.35,0.333,0.0525,8.0,"Sinus tachycardia(lift 6.3,n3)",0.0011249507834032
510,NO_SPECIFIC_DX,0.0,0.0,0.0,8.0,,3.49247220434106
511,Atrial fibrillation with frequent PVCs or aberrant ventricular conduction,792.11,0.2,0.0003,20.0,"Atrial fibrillation with frequent PVCs or aberrant ventricular conduction(lift 792.1,n4) | Demand pacing(lift 35.3,n4) | IV conduction defect(lift 6.2,n4)",0.2756129419337904
512,Possible left atrial abnormality,8.04,0.15,0.0187,13.0,"Possible left atrial abnormality(lift 8.0,n3)",2.506390345422388
513,Probable sinus tachycardia,163.11,0.2,0.0012,20.0,"Probable sinus tachycardia(lift 163.1,n4) | Left anterior fascicular block(lift 19.0,n6) | Lateral ST-T changes may be due to hypertrophy and/or ischemia(lift 16.8,n3)",1.0968270138181455
514,Incomplete RBBB,53.28,0.4,0.0075,20.0,"Incomplete RBBB(lift 53.3,n8) | Right ventricular hypertrophy(lift 32.5,n3) | rSr'(V1) - probable normal variant(lift 25.6,n11)",1.3620654096383282
515,RBBB with left anterior fascicular block,22.83,0.6,0.0263,20.0,"RBBB with left anterior fascicular block(lift 22.8,n12) | Right axis deviation(lift 19.5,n3) | Atrial fibrillation(lift 15.8,n13)",1.471935602817377
516,All 12 leads are missing,1581.99,0.35,0.0002,8.0,"All 12 leads are missing(lift 1582.0,n7)",0.1017455486322473
517,NO_SPECIFIC_DX,0.0,0.0,0.0,11.0,,0.0013749398463817
518,Anterior infarct - age undetermined,53.36,0.15,0.0028,19.0,"Anterior infarct - age undetermined(lift 53.4,n3) | Demand pacing(lift 26.5,n3) | Pacemaker rhythm - no further analysis(lift 16.9,n6)",2.196153918266076
519,Left bundle branch block,27.5,0.8,0.0291,20.0,"Left bundle branch block(lift 27.5,n16) | Sinus tachycardia.(lift 14.4,n5) | Sinus tachycardia(lift 5.7,n6)",3.1996100170617536
520,Left bundle branch block,17.19,0.5,0.0291,6.0,"Left bundle branch block(lift 17.2,n3) | Left axis deviation(lift 5.3,n3)",0.0007499671889354
521,NO_SPECIFIC_DX,0.0,0.0,0.0,6.0,,0.0007499671889354
522,Left bundle branch block,32.65,0.95,0.0291,20.0,"Left bundle branch block(lift 32.7,n19)",1.1569493834644735
523,Extensive infarct - age undetermined,66.15,0.4,0.006,20.0,"Extensive infarct - age undetermined(lift 66.1,n8) | Atrial fibrillation with rapid ventricular response.(lift 19.8,n3) | Atrial fibrillation with rapid ventricular response(lift 13.1,n3)",3.3022305274144257
524,Sinus bradycardia.,10.16,0.15,0.0148,18.0,"Sinus bradycardia.(lift 10.2,n3) | Sinus bradycardia(lift 8.0,n12)",2.892373458661184
525,Atrial fibrillation with rapid ventricular response.,33.02,0.25,0.0076,20.0,"Atrial fibrillation with rapid ventricular response.(lift 33.0,n5) | Atrial fibrillation with rapid ventricular response(lift 21.9,n5) | Inferior/lateral ST-T changes may be due to myocardial ischemia(lift 15.7,n4)",0.5542257526233227
526,Left bundle branch block,11.46,0.333,0.0291,12.0,"Left bundle branch block(lift 11.5,n4)",0.0014999343778709
527,ST junctional depression is nonspecific,11.92,0.15,0.0126,9.0,"ST junctional depression is nonspecific(lift 11.9,n3)",0.94658358696807
528,Generalized low QRS voltages,19.63,0.15,0.0076,15.0,"Generalized low QRS voltages(lift 19.6,n3) | Prolonged QT interval(lift 4.3,n4)",0.0024998906297849
529,Leftward axis,10.81,0.45,0.0416,20.0,"Leftward axis(lift 10.8,n9) | Possible anterior infarct - age undetermined(lift 5.8,n5) | Prolonged QT interval(lift 4.3,n4)",5.305642878124082
530,NO_RECORDS,0.0,0.0,0.0,,,0.0
531,RBBB and LAFB,295.64,0.65,0.0022,20.0,"RBBB and LAFB(lift 295.6,n13) | Probable left ventricular hypertrophy(lift 52.0,n4) | Inferior infarct, old(lift 29.0,n4)",0.5442261901041829
532,All 12 leads are missing,678.0,0.15,0.0002,8.0,"All 12 leads are missing(lift 678.0,n3)",0.1218696682020161
533,NO_SPECIFIC_DX,0.0,0.0,0.0,1.0,,0.0001249945314892
534,Atrial fibrillation with rapid ventricular response.,19.81,0.15,0.0076,20.0,"Atrial fibrillation with rapid ventricular response.(lift 19.8,n3) | Right bundle branch block(lift 3.6,n3) | Inferior infarct - age undetermined(lift 2.9,n3)",0.1549932190466667
535,"Abnormal R-wave progression, early transition",104.23,0.9,0.0086,19.0,"Abnormal R-wave progression, early transition(lift 104.2,n18) | Probable left ventricular hypertrophy(lift 39.0,n3) | Low voltage, precordial leads(lift 27.7,n3)",6.687082440143244
536,NO_SPECIFIC_DX,0.0,0.0,0.0,1.0,,0.0001249945314892
537,NO_RECORDS,0.0,0.0,0.0,,,0.0
538,NO_SPECIFIC_DX,0.0,0.0,0.0,8.0,,0.0009999562519139
539,Atrial pacing,170.54,0.8,0.0047,20.0,"Atrial pacing(lift 170.5,n16) | Atrial pacing.(lift 127.9,n3) | Lateral ST-T changes are probably due to ventricular hypertrophy(lift 66.0,n10)",0.1916166167730161
540,"Abnormal R-wave progression, early transition",17.37,0.15,0.0086,15.0,"Abnormal R-wave progression, early transition(lift 17.4,n3) | Sinus bradycardia(lift 2.7,n4)",3.468598248826614
541,Possible left atrial abnormality,13.39,0.25,0.0187,20.0,"Possible left atrial abnormality(lift 13.4,n5) | LVH with secondary repolarization abnormality(lift 8.2,n3) | Sinus tachycardia(lift 7.6,n8)",0.0327485672501828
542,A-V sequential pacemaker,78.13,0.2,0.0026,19.0,"A-V sequential pacemaker(lift 78.1,n4) | Ventricular pacing.(lift 62.3,n3) | Pacemaker rhythm - no further analysis(lift 42.2,n15)",0.4441055703812958
543,Sinus rhythm with bigeminal PVCs.,809.75,0.25,0.0003,20.0,"Sinus rhythm with bigeminal PVCs.(lift 809.8,n5) | Sinus rhythm with bigeminal PVCs(lift 341.9,n5) | Inferior infarct - age undetermined(lift 2.9,n3)",1.022705256645022
544,Sinus tachycardia,10.48,0.55,0.0525,20.0,"Sinus tachycardia(lift 10.5,n11)",7.71241258194954
545,Atrial flutter with rapid ventricular response.,754.75,0.25,0.0003,20.0,"Atrial flutter with rapid ventricular response.(lift 754.8,n5) | Lateral T wave changes may be due to myocardial ischemia(lift 13.4,n3) | Inferior infarct - age undetermined(lift 5.8,n6)",0.6807202184904411
